epochs,lr,accuracy,f1_score
100.0,0.01,0.8813559322033898,0.8923076923076924
300.0,0.01,0.8813559322033898,0.8923076923076924
200.0,0.01,0.8813559322033898,0.8923076923076924
300.0,0.05,0.8135593220338984,0.8493150684931506
200.0,0.001,0.7966101694915254,0.8333333333333334
300.0,0.001,0.7966101694915254,0.8333333333333334
200.0,0.05,0.7966101694915254,0.8181818181818182
100.0,0.05,0.7966101694915254,0.8181818181818182
100.0,0.001,0.6440677966101694,0.676923076923077
