epochs,lr,accuracy,f1_score
300.0,0.01,0.8518518518518519,0.8095238095238095
300.0,0.05,0.8333333333333334,0.7692307692307693
200.0,0.05,0.7962962962962963,0.7441860465116279
200.0,0.01,0.7592592592592593,0.723404255319149
200.0,0.001,0.7592592592592593,0.7111111111111111
300.0,0.001,0.7777777777777778,0.6842105263157895
100.0,0.001,0.6666666666666666,0.5909090909090909
100.0,0.01,0.6666666666666666,0.47058823529411764
100.0,0.05,0.5740740740740741,0.41025641025641024
