epochs,lr,accuracy,f1_score
300.0,0.001,0.9,0.9019607843137255
200.0,0.001,0.88,0.8888888888888888
200.0,0.01,0.88,0.88
300.0,0.01,0.88,0.88
200.0,0.05,0.84,0.8461538461538461
300.0,0.05,0.84,0.8461538461538461
100.0,0.001,0.74,0.7868852459016393
100.0,0.05,0.74,0.7868852459016393
100.0,0.01,0.72,0.75
