epochs,lr,accuracy,f1_score
100.0,0.01,0.9722222222222222,0.6666666666666666
300.0,0.01,0.9722222222222222,0.6666666666666666
200.0,0.01,0.9722222222222222,0.6666666666666666
100.0,0.001,0.9444444444444444,0.0
100.0,0.05,0.9444444444444444,0.0
200.0,0.05,0.9444444444444444,0.0
200.0,0.001,0.9444444444444444,0.0
300.0,0.001,0.9444444444444444,0.0
300.0,0.05,0.9444444444444444,0.0
