epochs,lr,accuracy,f1_score
100.0,0.01,0.9,0.9230769230769231
300.0,0.01,0.9,0.9230769230769231
200.0,0.01,0.9,0.9230769230769231
300.0,0.05,0.7,0.7692307692307693
100.0,0.05,0.7,0.7692307692307693
200.0,0.05,0.7,0.7692307692307693
100.0,0.001,0.5,0.4444444444444444
200.0,0.001,0.5,0.4444444444444444
300.0,0.001,0.5,0.4444444444444444
