epochs,lr,accuracy,f1_score
200.0,0.05,0.9540229885057471,0.9375
300.0,0.05,0.9540229885057471,0.9375
300.0,0.01,0.9540229885057471,0.9375
200.0,0.01,0.9540229885057471,0.9375
100.0,0.01,0.9425287356321839,0.9230769230769231
300.0,0.001,0.9425287356321839,0.9230769230769231
200.0,0.001,0.896551724137931,0.8656716417910447
100.0,0.05,0.8620689655172413,0.7692307692307693
100.0,0.001,0.7816091954022989,0.7532467532467533
