epochs,lr,accuracy,f1_score
300.0,0.01,1.0,1.0
300.0,0.05,0.9230769230769231,0.9444444444444444
200.0,0.05,0.9230769230769231,0.9444444444444444
100.0,0.05,0.8846153846153846,0.9230769230769231
200.0,0.01,0.8461538461538461,0.8947368421052632
100.0,0.01,0.8461538461538461,0.8947368421052632
200.0,0.001,0.8076923076923077,0.8648648648648649
300.0,0.001,0.8076923076923077,0.8648648648648649
100.0,0.001,0.7692307692307693,0.8421052631578947
