epochs,lr,accuracy,f1_score
300.0,0.05,0.9074074074074074,0.9438202247191011
300.0,0.01,0.8703703703703703,0.9230769230769231
100.0,0.01,0.8703703703703703,0.9230769230769231
200.0,0.01,0.8703703703703703,0.9230769230769231
200.0,0.05,0.8703703703703703,0.9230769230769231
100.0,0.05,0.8518518518518519,0.9183673469387755
100.0,0.001,0.8333333333333334,0.898876404494382
200.0,0.001,0.8333333333333334,0.898876404494382
300.0,0.001,0.8333333333333334,0.898876404494382
