epochs,lr,accuracy,f1_score
200.0,0.05,0.95,0.967741935483871
300.0,0.05,0.95,0.967741935483871
100.0,0.05,0.9,0.9333333333333333
100.0,0.001,0.85,0.9090909090909091
100.0,0.01,0.85,0.9090909090909091
200.0,0.001,0.85,0.9090909090909091
200.0,0.01,0.85,0.9090909090909091
300.0,0.001,0.85,0.9090909090909091
300.0,0.01,0.85,0.9090909090909091
