epochs,lr,accuracy,f1_score
300.0,0.01,1.0,1.0
300.0,0.05,0.99,0.9859154929577465
200.0,0.05,0.97,0.958904109589041
300.0,0.001,0.97,0.9552238805970149
200.0,0.01,0.95,0.9333333333333333
200.0,0.001,0.94,0.9142857142857143
100.0,0.01,0.79,0.7692307692307693
100.0,0.05,0.74,0.6976744186046512
100.0,0.001,0.69,0.6666666666666666
