epochs,lr,accuracy,f1_score
100.0,0.001,0.6231884057971014,0.6976744186046512
200.0,0.001,0.6231884057971014,0.6976744186046512
300.0,0.001,0.6231884057971014,0.6976744186046512
200.0,0.05,0.5652173913043478,0.6938775510204082
100.0,0.05,0.5652173913043478,0.6938775510204082
300.0,0.01,0.6521739130434783,0.6666666666666666
300.0,0.05,0.6521739130434783,0.6571428571428571
100.0,0.01,0.5652173913043478,0.4
200.0,0.01,0.5652173913043478,0.4
