epochs,lr,accuracy,f1_score
100.0,0.001,0.9444444444444444,0.8888888888888888
200.0,0.05,0.9444444444444444,0.8888888888888888
200.0,0.001,0.9444444444444444,0.8888888888888888
300.0,0.05,0.9444444444444444,0.8888888888888888
300.0,0.001,0.9444444444444444,0.8888888888888888
100.0,0.05,0.8333333333333334,0.5714285714285714
100.0,0.01,0.8333333333333334,0.5714285714285714
200.0,0.01,0.8333333333333334,0.5714285714285714
300.0,0.01,0.8333333333333334,0.5714285714285714
