epochs,lr,accuracy,f1_score
200.0,0.001,0.7777777777777778,0.6
300.0,0.001,0.7777777777777778,0.6
300.0,0.05,0.8333333333333334,0.5714285714285714
200.0,0.05,0.8333333333333334,0.5714285714285714
100.0,0.05,0.8333333333333334,0.5714285714285714
100.0,0.001,0.6111111111111112,0.46153846153846156
200.0,0.01,0.7222222222222222,0.2857142857142857
300.0,0.01,0.7222222222222222,0.2857142857142857
100.0,0.01,0.6666666666666666,0.25
