epochs,lr,accuracy,f1_score
300.0,0.05,0.8360655737704918,0.8214285714285714
300.0,0.01,0.819672131147541,0.8
200.0,0.05,0.7704918032786885,0.7586206896551724
200.0,0.01,0.7704918032786885,0.7407407407407407
200.0,0.001,0.7540983606557377,0.6808510638297872
300.0,0.001,0.7540983606557377,0.6808510638297872
100.0,0.05,0.6557377049180327,0.631578947368421
100.0,0.01,0.7377049180327869,0.5555555555555556
100.0,0.001,0.6557377049180327,0.4
