epochs,lr,accuracy,f1_score
20.0,0.001,0.41935483870967744,0.28
20.0,0.005,0.41935483870967744,0.28
20.0,0.0025,0.41935483870967744,0.28
30.0,0.001,0.41935483870967744,0.28
30.0,0.005,0.41935483870967744,0.28
30.0,0.0025,0.41935483870967744,0.28
