epochs,lr,accuracy,f1_score
20.0,0.001,0.3,0.46153846153846156
20.0,0.005,0.3,0.46153846153846156
20.0,0.0025,0.3,0.46153846153846156
30.0,0.001,0.3,0.46153846153846156
30.0,0.005,0.3,0.46153846153846156
30.0,0.0025,0.3,0.46153846153846156
