epochs,lr,accuracy,f1_score
20.0,0.001,0.4375,0.509090909090909
20.0,0.005,0.4375,0.509090909090909
20.0,0.0025,0.4375,0.509090909090909
30.0,0.001,0.4375,0.509090909090909
30.0,0.005,0.4375,0.509090909090909
30.0,0.0025,0.4375,0.509090909090909
