n_estimators,max_depth,learning_rate,accuracy,f1_score
30,3,0.1,1.0,1.0
30,5,0.1,0.975,0.8
30,3,0.05,0.975,0.8
20,5,0.1,0.975,0.8
20,3,0.1,0.975,0.8
30,5,0.05,0.975,0.8
10,5,0.1,0.95,0.5
10,3,0.1,0.95,0.5
20,5,0.05,0.95,0.5
20,3,0.05,0.95,0.5
10,5,0.01,0.925,0.0
10,5,0.05,0.925,0.0
10,3,0.05,0.925,0.0
30,5,0.01,0.925,0.0
30,3,0.01,0.925,0.0
20,5,0.01,0.925,0.0
20,3,0.01,0.925,0.0
10,3,0.01,0.925,0.0
