n_estimators,max_depth,learning_rate,accuracy,f1_score
30,3,0.05,0.7777777777777778,0.7619047619047619
20,3,0.1,0.7777777777777778,0.7619047619047619
30,5,0.05,0.7777777777777778,0.7619047619047619
30,5,0.1,0.7555555555555555,0.7555555555555555
30,3,0.1,0.7555555555555555,0.7441860465116279
20,5,0.1,0.7555555555555555,0.7441860465116279
10,5,0.1,0.7555555555555555,0.7317073170731707
10,3,0.1,0.7555555555555555,0.7317073170731707
20,5,0.05,0.7555555555555555,0.7317073170731707
20,3,0.05,0.7555555555555555,0.7317073170731707
10,5,0.05,0.7333333333333333,0.6470588235294118
10,3,0.05,0.7333333333333333,0.6470588235294118
10,5,0.01,0.5111111111111111,0.0
30,5,0.01,0.5111111111111111,0.0
30,3,0.01,0.5111111111111111,0.0
20,5,0.01,0.5111111111111111,0.0
20,3,0.01,0.5111111111111111,0.0
10,3,0.01,0.5111111111111111,0.0
