n_estimators,max_depth,learning_rate,accuracy,f1_score
30,5,0.1,0.9024390243902439,0.9444444444444444
20,5,0.1,0.9024390243902439,0.9444444444444444
20,3,0.1,0.9024390243902439,0.9444444444444444
30,5,0.05,0.9024390243902439,0.9444444444444444
30,3,0.05,0.9024390243902439,0.9444444444444444
30,3,0.1,0.8780487804878049,0.927536231884058
10,5,0.01,0.8292682926829268,0.9066666666666666
10,5,0.1,0.8292682926829268,0.9066666666666666
10,3,0.1,0.8292682926829268,0.9066666666666666
10,3,0.01,0.8292682926829268,0.9066666666666666
20,3,0.05,0.8292682926829268,0.9066666666666666
10,5,0.05,0.8292682926829268,0.9066666666666666
10,3,0.05,0.8292682926829268,0.9066666666666666
30,5,0.01,0.8292682926829268,0.9066666666666666
30,3,0.01,0.8292682926829268,0.9066666666666666
20,5,0.01,0.8292682926829268,0.9066666666666666
20,3,0.01,0.8292682926829268,0.9066666666666666
20,5,0.05,0.8292682926829268,0.9066666666666666
