n_estimators,max_depth,learning_rate,accuracy,f1_score
10,3,0.01,0.25,0.4
10,5,0.01,0.25,0.4
30,3,0.1,0.625,0.4
20,5,0.1,0.625,0.4
20,3,0.1,0.625,0.4
10,5,0.1,0.25,0.4
10,3,0.1,0.25,0.4
30,5,0.05,0.625,0.4
30,3,0.05,0.625,0.4
20,5,0.05,0.25,0.4
20,3,0.05,0.25,0.4
10,5,0.05,0.25,0.4
10,3,0.05,0.25,0.4
30,5,0.01,0.25,0.4
30,3,0.01,0.25,0.4
20,5,0.01,0.25,0.4
20,3,0.01,0.25,0.4
30,5,0.1,0.625,0.4
