n_estimators,max_depth,learning_rate,accuracy,f1_score
30,5,0.05,0.6666666666666666,0.7692307692307693
30,3,0.05,0.6666666666666666,0.7692307692307693
10,3,0.01,0.5555555555555556,0.7142857142857143
20,3,0.05,0.5555555555555556,0.7142857142857143
10,5,0.1,0.5555555555555556,0.7142857142857143
10,3,0.1,0.5555555555555556,0.7142857142857143
10,5,0.01,0.5555555555555556,0.7142857142857143
20,5,0.05,0.5555555555555556,0.7142857142857143
10,5,0.05,0.5555555555555556,0.7142857142857143
10,3,0.05,0.5555555555555556,0.7142857142857143
30,5,0.01,0.5555555555555556,0.7142857142857143
30,3,0.01,0.5555555555555556,0.7142857142857143
20,5,0.01,0.5555555555555556,0.7142857142857143
20,3,0.01,0.5555555555555556,0.7142857142857143
20,3,0.1,0.6111111111111112,0.6956521739130435
20,5,0.1,0.6111111111111112,0.6956521739130435
30,3,0.1,0.6111111111111112,0.6956521739130435
30,5,0.1,0.6111111111111112,0.6956521739130435
